,Pays,Année,Valeur (MW),Type,Class
9059,Estonie,2018,0.0,Production,Geothermique
9060,Estonie,2019,0.0,Production,Geothermique
9061,Estonie,2020,0.0,Production,Geothermique
9062,Estonie,2021,0.0,Production,Geothermique
9063,Grèce,2013,133500.0,Production,Geothermique
9064,Grèce,2014,136194.0,Production,Geothermique
9065,Grèce,2015,113972.0,Production,Geothermique
9066,Grèce,2016,117417.0,Production,Geothermique
9067,Grèce,2017,102694.0,Production,Geothermique
9068,Grèce,2018,103056.0,Production,Geothermique
9069,Grèce,2019,120000.0,Production,Geothermique
9070,Grèce,2020,65278.00000000001,Production,Geothermique
9071,Grèce,2021,50278.0,Production,Geothermique
9072,Espagne,2013,2241.0,Production,Geothermique
9073,Espagne,2014,2241.0,Production,Geothermique
9074,Espagne,2015,2241.0,Production,Geothermique
9075,Espagne,2016,2241.0,Production,Geothermique
9076,Espagne,2017,2241.0,Production,Geothermique
9077,Espagne,2018,2241.0,Production,Geothermique
9078,Espagne,2019,2241.0,Production,Geothermique
9079,Espagne,2020,2241.0,Production,Geothermique
9080,Espagne,2021,2241.0,Production,Geothermique
9081,Finlande,2013,0.0,Production,Geothermique
9082,Finlande,2014,0.0,Production,Geothermique
9083,Finlande,2015,0.0,Production,Geothermique
9084,Finlande,2016,0.0,Production,Geothermique
9085,Finlande,2017,0.0,Production,Geothermique
9086,Finlande,2018,0.0,Production,Geothermique
9087,Finlande,2019,0.0,Production,Geothermique
9088,Finlande,2020,0.0,Production,Geothermique
9089,Finlande,2021,0.0,Production,Geothermique
9090,France,2013,3535681.0,Production,Geothermique
9091,France,2014,3403365.0,Production,Geothermique
9092,France,2015,3529079.0,Production,Geothermique
9093,France,2016,3885999.0,Production,Geothermique
9094,France,2017,4916718.0,Production,Geothermique
9095,France,2018,5062071.0,Production,Geothermique
9096,France,2019,5352373.0,Production,Geothermique
9097,France,2020,5549536.0,Production,Geothermique
9098,France,2021,5400496.0,Production,Geothermique
9099,Croatie,2013,79444.0,Production,Geothermique
9100,Croatie,2014,90000.0,Production,Geothermique
9101,Croatie,2015,103611.0,Production,Geothermique
9102,Croatie,2016,105278.0,Production,Geothermique
9103,Croatie,2017,95861.0,Production,Geothermique
9104,Croatie,2018,108944.0,Production,Geothermique
9105,Croatie,2019,539635.0,Production,Geothermique
9106,Croatie,2020,680926.0,Production,Geothermique
9107,Croatie,2021,581365.0,Production,Geothermique
9108,Hongrie,2013,1311389.0,Production,Geothermique
9109,Hongrie,2014,1055556.0,Production,Geothermique
9110,Hongrie,2015,1229444.0,Production,Geothermique
9111,Hongrie,2016,1396111.0,Production,Geothermique
9112,Hongrie,2017,1552778.0,Production,Geothermique
9113,Hongrie,2018,1668056.0,Production,Geothermique
9114,Hongrie,2019,1836389.0,Production,Geothermique
9115,Hongrie,2020,1742778.0,Production,Geothermique
9116,Hongrie,2021,1820000.0,Production,Geothermique
9117,Irlande,2013,0.0,Production,Geothermique
9118,Irlande,2014,0.0,Production,Geothermique
9119,Irlande,2015,0.0,Production,Geothermique
9120,Irlande,2016,0.0,Production,Geothermique
9121,Irlande,2017,0.0,Production,Geothermique
9122,Irlande,2018,0.0,Production,Geothermique
9123,Irlande,2019,0.0,Production,Geothermique
9124,Irlande,2020,0.0,Production,Geothermique
9125,Irlande,2021,0.0,Production,Geothermique
9126,Italie,2013,58338889.0,Production,Geothermique
9127,Italie,2014,60882500.0,Production,Geothermique
9128,Italie,2015,63610278.0,Production,Geothermique
9129,Italie,2016,64786111.0,Production,Geothermique
9130,Italie,2017,63974111.0,Production,Geothermique
9131,Italie,2018,63031638.0,Production,Geothermique
9132,Italie,2019,62753440.0,Production,Geothermique
9133,Italie,2020,62137962.0,Production,Geothermique
9134,Italie,2021,61071018.0,Production,Geothermique
9135,Lituanie,2013,19444.0,Production,Geothermique
9136,Lituanie,2014,21667.0,Production,Geothermique
9137,Lituanie,2015,18056.0,Production,Geothermique
9138,Lituanie,2016,22778.0,Production,Geothermique
9139,Lituanie,2017,8611.0,Production,Geothermique
9140,Lituanie,2018,0.0,Production,Geothermique
9141,Lituanie,2019,0.0,Production,Geothermique
9142,Lituanie,2020,0.0,Production,Geothermique
9143,Lituanie,2021,0.0,Production,Geothermique
9144,Luxembourg,2013,0.0,Production,Geothermique
9145,Luxembourg,2014,0.0,Production,Geothermique
9146,Luxembourg,2015,0.0,Production,Geothermique
9147,Luxembourg,2016,0.0,Production,Geothermique
9148,Luxembourg,2017,0.0,Production,Geothermique
9149,Luxembourg,2018,0.0,Production,Geothermique
9150,Luxembourg,2019,0.0,Production,Geothermique
9151,Luxembourg,2020,0.0,Production,Geothermique
9152,Luxembourg,2021,0.0,Production,Geothermique
9153,Lettonie,2013,0.0,Production,Geothermique
9154,Lettonie,2014,0.0,Production,Geothermique
9155,Lettonie,2015,0.0,Production,Geothermique
9156,Lettonie,2016,0.0,Production,Geothermique
9157,Lettonie,2017,0.0,Production,Geothermique
9158,Lettonie,2018,0.0,Production,Geothermique
9159,Lettonie,2019,0.0,Production,Geothermique
9160,Lettonie,2020,0.0,Production,Geothermique
9161,Lettonie,2021,0.0,Production,Geothermique
9162,Malte,2013,0.0,Production,Geothermique
9163,Malte,2014,0.0,Production,Geothermique
9164,Malte,2015,0.0,Production,Geothermique
9165,Malte,2016,0.0,Production,Geothermique
9166,Malte,2017,0.0,Production,Geothermique
9167,Malte,2018,0.0,Production,Geothermique
9168,Malte,2019,0.0,Production,Geothermique
9169,Malte,2020,0.0,Production,Geothermique
9170,Malte,2021,0.0,Production,Geothermique
9171,Pays-Bas,2013,275833.0,Production,Geothermique
9172,Pays-Bas,2014,417222.0,Production,Geothermique
9173,Pays-Bas,2015,680094.0,Production,Geothermique
9174,Pays-Bas,2016,789868.0,Production,Geothermique
9175,Pays-Bas,2017,846263.0,Production,Geothermique
9176,Pays-Bas,2018,1036266.0000000001,Production,Geothermique
9177,Pays-Bas,2019,1545532.0,Production,Geothermique
9178,Pays-Bas,2020,1718133.0,Production,Geothermique
9179,Pays-Bas,2021,1757554.0,Production,Geothermique
9180,Pologne,2013,216111.0,Production,Geothermique
9181,Pologne,2014,235278.0,Production,Geothermique
9182,Pologne,2015,252500.0,Production,Geothermique
9183,Pologne,2016,258333.00000000003,Production,Geothermique
9184,Pologne,2017,262649.0,Production,Geothermique
9185,Pologne,2018,275296.0,Production,Geothermique
9186,Pologne,2019,291777.0,Production,Geothermique
9187,Pologne,2020,298189.0,Production,Geothermique
9188,Pologne,2021,330340.0,Production,Geothermique
9189,Portugal,2013,2097500.0,Production,Geothermique
9190,Portugal,2014,2191389.0,Production,Geothermique
9191,Portugal,2015,2174722.0,Production,Geothermique
9192,Portugal,2016,1833889.0,Production,Geothermique
9193,Portugal,2017,2313676.0,Production,Geothermique
9194,Portugal,2018,2461370.0,Production,Geothermique
9195,Portugal,2019,2301890.0,Production,Geothermique
9196,Portugal,2020,2316365.0,Production,Geothermique
9197,Portugal,2021,1907690.0,Production,Geothermique
9198,Roumanie,2013,302778.0,Production,Geothermique
9199,Roumanie,2014,328611.0,Production,Geothermique
9200,Roumanie,2015,338611.0,Production,Geothermique
9201,Roumanie,2016,419167.0,Production,Geothermique
9202,Roumanie,2017,486681.0,Production,Geothermique
9203,Roumanie,2018,462541.0,Production,Geothermique
9204,Roumanie,2019,461849.0,Production,Geothermique
9205,Roumanie,2020,248147.0,Production,Geothermique
9206,Roumanie,2021,307764.0,Production,Geothermique
9207,Suède,2013,0.0,Production,Geothermique
9208,Suède,2014,0.0,Production,Geothermique
9209,Suède,2015,0.0,Production,Geothermique
9210,Suède,2016,0.0,Production,Geothermique
9211,Suède,2017,0.0,Production,Geothermique
9212,Suède,2018,0.0,Production,Geothermique
9213,Suède,2019,0.0,Production,Geothermique
9214,Suède,2020,0.0,Production,Geothermique
9215,Suède,2021,0.0,Production,Geothermique
9216,Slovénie,2013,180556.0,Production,Geothermique
9217,Slovénie,2014,190278.0,Production,Geothermique
9218,Slovénie,2015,146944.0,Production,Geothermique
9219,Slovénie,2016,148333.0,Production,Geothermique
9220,Slovénie,2017,172812.0,Production,Geothermique
9221,Slovénie,2018,166545.0,Production,Geothermique
9222,Slovénie,2019,172469.0,Production,Geothermique
9223,Slovénie,2020,132563.0,Production,Geothermique
9224,Slovénie,2021,137497.0,Production,Geothermique
9225,Slovaquie,2013,75833.0,Production,Geothermique
9226,Slovaquie,2014,82222.0,Production,Geothermique
9227,Slovaquie,2015,82500.0,Production,Geothermique
9228,Slovaquie,2016,96111.0,Production,Geothermique
9229,Slovaquie,2017,99722.0,Production,Geothermique
9230,Slovaquie,2018,104444.0,Production,Geothermique
9231,Slovaquie,2019,113333.0,Production,Geothermique
9232,Slovaquie,2020,108889.0,Production,Geothermique
9233,Slovaquie,2021,83889.0,Production,Geothermique
9234,Autriche,2013,3152433.0,Production,Éolien
9235,Autriche,2014,3845675.0,Production,Éolien
9236,Autriche,2015,4840321.0,Production,Éolien
9237,Autriche,2016,5234838.0,Production,Éolien
9238,Autriche,2017,6571511.0,Production,Éolien
9239,Autriche,2018,6030429.0,Production,Éolien
9240,Autriche,2019,7450076.0,Production,Éolien
9241,Autriche,2020,6791530.0,Production,Éolien
9242,Autriche,2021,6740042.0,Production,Éolien
9243,Belgique,2013,3665000.0,Production,Éolien
9244,Belgique,2014,4615300.0,Production,Éolien
9245,Belgique,2015,5574000.0,Production,Éolien
9246,Belgique,2016,5419500.0,Production,Éolien
9247,Belgique,2017,6520700.0,Production,Éolien
9248,Belgique,2018,7574100.0,Production,Éolien
9249,Belgique,2019,9755400.0,Production,Éolien
9250,Belgique,2020,12818600.0,Production,Éolien
9251,Belgique,2021,11997600.0,Production,Éolien
9252,Bulgarie,2013,1373512.0,Production,Éolien
9253,Bulgarie,2014,1330577.0,Production,Éolien
9254,Bulgarie,2015,1451511.0,Production,Éolien
9255,Bulgarie,2016,1424970.0,Production,Éolien
9256,Bulgarie,2017,1504064.0,Production,Éolien
9257,Bulgarie,2018,1318123.0,Production,Éolien
9258,Bulgarie,2019,1316988.0,Production,Éolien
9259,Bulgarie,2020,1477131.0,Production,Éolien
9260,Bulgarie,2021,1433561.0,Production,Éolien
9261,Chypre,2013,231040.0,Production,Éolien
9262,Chypre,2014,182850.0,Production,Éolien
9263,Chypre,2015,221857.0,Production,Éolien
9264,Chypre,2016,226701.0,Production,Éolien
9265,Chypre,2017,211448.0,Production,Éolien
9266,Chypre,2018,221040.0,Production,Éolien
9267,Chypre,2019,238565.0,Production,Éolien
9268,Chypre,2020,240408.0,Production,Éolien
9269,Chypre,2021,246478.0,Production,Éolien
9270,République tchèque,2013,480519.0,Production,Éolien
9271,République tchèque,2014,476544.0,Production,Éolien
9272,République tchèque,2015,572612.0,Production,Éolien
9273,République tchèque,2016,496957.0,Production,Éolien
9274,République tchèque,2017,591038.0,Production,Éolien
9275,République tchèque,2018,609330.0,Production,Éolien
9276,République tchèque,2019,700014.0,Production,Éolien
9277,République tchèque,2020,699083.0,Production,Éolien
9278,République tchèque,2021,601534.0,Production,Éolien
9279,Allemagne,2013,52737000.0,Production,Éolien
9280,Allemagne,2014,58497000.0,Production,Éolien
9281,Allemagne,2015,80624000.0,Production,Éolien
9282,Allemagne,2016,79924000.0,Production,Éolien
9283,Allemagne,2017,105693000.0,Production,Éolien
9284,Allemagne,2018,109951000.0,Production,Éolien
9285,Allemagne,2019,125894000.0,Production,Éolien
9286,Allemagne,2020,132102000.0,Production,Éolien
9287,Allemagne,2021,114647000.0,Production,Éolien
9288,Danemark,2013,11123273.0,Production,Éolien
9289,Danemark,2014,13078504.0,Production,Éolien
9290,Danemark,2015,14133092.0,Production,Éolien
9291,Danemark,2016,12781731.0,Production,Éolien
9292,Danemark,2017,14780000.0,Production,Éolien
9293,Danemark,2018,13901955.0,Production,Éolien
9294,Danemark,2019,16149833.0,Production,Éolien
9295,Danemark,2020,16330214.0,Production,Éolien
9296,Danemark,2021,16054467.0,Production,Éolien
9297,Estonie,2013,529039.0,Production,Éolien
9298,Estonie,2014,603680.0,Production,Éolien
9299,Estonie,2015,715000.0,Production,Éolien
9300,Estonie,2016,594000.0,Production,Éolien
9301,Estonie,2017,723000.0,Production,Éolien
9302,Estonie,2018,636000.0,Production,Éolien
9303,Estonie,2019,687000.0,Production,Éolien
9304,Estonie,2020,844000.0,Production,Éolien
9305,Estonie,2021,733000.0,Production,Éolien
9306,Grèce,2013,4139136.0000000005,Production,Éolien
9307,Grèce,2014,3688575.0,Production,Éolien
9308,Grèce,2015,4621019.0,Production,Éolien
9309,Grèce,2016,5145896.0,Production,Éolien
9310,Grèce,2017,5536987.0,Production,Éolien
9311,Grèce,2018,6300259.0,Production,Éolien
9312,Grèce,2019,7266347.0,Production,Éolien
9313,Grèce,2020,9310104.0,Production,Éolien
9314,Grèce,2021,10482981.0,Production,Éolien
9315,Espagne,2013,55646000.0,Production,Éolien
9316,Espagne,2014,52013000.0,Production,Éolien
9317,Espagne,2015,49325000.0,Production,Éolien
9318,Espagne,2016,48905000.0,Production,Éolien
9319,Espagne,2017,49127000.0,Production,Éolien
9320,Espagne,2018,50896000.0,Production,Éolien
9321,Espagne,2019,55647000.0,Production,Éolien
9322,Espagne,2020,56444000.0,Production,Éolien
9323,Espagne,2021,62061000.0,Production,Éolien
9324,Finlande,2013,773692.0,Production,Éolien
9325,Finlande,2014,1107172.0,Production,Éolien
9326,Finlande,2015,2327359.0,Production,Éolien
9327,Finlande,2016,3068041.0,Production,Éolien
9328,Finlande,2017,4795192.0,Production,Éolien
9329,Finlande,2018,5838668.0,Production,Éolien
9330,Finlande,2019,6024746.0,Production,Éolien
9331,Finlande,2020,8255675.999999999,Production,Éolien
9332,Finlande,2021,8506734.0,Production,Éolien
9333,France,2013,16126737.0,Production,Éolien
9334,France,2014,17323779.0,Production,Éolien
9335,France,2015,21420602.0,Production,Éolien
9336,France,2016,21380985.0,Production,Éolien
9337,France,2017,24609437.0,Production,Éolien
9338,France,2018,28598595.0,Production,Éolien
9339,France,2019,34721683.0,Production,Éolien
9340,France,2020,39861296.0,Production,Éolien
9341,France,2021,36831352.0,Production,Éolien
9342,Croatie,2013,517287.00000000006,Production,Éolien
9343,Croatie,2014,729970.0,Production,Éolien
9344,Croatie,2015,796295.0,Production,Éolien
9345,Croatie,2016,1014248.0,Production,Éolien
9346,Croatie,2017,1204000.0,Production,Éolien
9347,Croatie,2018,1335400.0,Production,Éolien
9348,Croatie,2019,1467300.0,Production,Éolien
9349,Croatie,2020,1720700.0,Production,Éolien
9350,Croatie,2021,2061800.0000000002,Production,Éolien
9351,Hongrie,2013,717510.0,Production,Éolien
9352,Hongrie,2014,656540.0,Production,Éolien
9353,Hongrie,2015,693323.0,Production,Éolien
9354,Hongrie,2016,683692.0,Production,Éolien
9355,Hongrie,2017,758000.0,Production,Éolien
9356,Hongrie,2018,607000.0,Production,Éolien
9357,Hongrie,2019,729000.0,Production,Éolien
9358,Hongrie,2020,655000.0,Production,Éolien
9359,Hongrie,2021,664000.0,Production,Éolien
9360,Irlande,2013,4541514.0,Production,Éolien
9361,Irlande,2014,5140061.0,Production,Éolien
9362,Irlande,2015,6572998.0,Production,Éolien
9363,Irlande,2016,6147043.0,Production,Éolien
9364,Irlande,2017,7444037.0,Production,Éolien
9365,Irlande,2018,8639767.0,Production,Éolien
9366,Irlande,2019,10019485.0,Production,Éolien
9367,Irlande,2020,11549420.0,Production,Éolien
9368,Irlande,2021,9775912.0,Production,Éolien
9369,Italie,2013,14896962.0,Production,Éolien
9370,Italie,2014,15178310.0,Production,Éolien
9371,Italie,2015,14843882.0,Production,Éolien
9372,Italie,2016,17688670.0,Production,Éolien
9373,Italie,2017,17741909.0,Production,Éolien
9374,Italie,2018,17716434.0,Production,Éolien
9375,Italie,2019,20202042.0,Production,Éolien
9376,Italie,2020,18761557.0,Production,Éolien
9377,Italie,2021,20927303.0,Production,Éolien
9378,Lituanie,2013,603000.0,Production,Éolien
9379,Lituanie,2014,639000.0,Production,Éolien
9380,Lituanie,2015,810000.0,Production,Éolien
9381,Lituanie,2016,1136000.0,Production,Éolien
9382,Lituanie,2017,1363800.0,Production,Éolien
9383,Lituanie,2018,1144000.0,Production,Éolien
9384,Lituanie,2019,1499400.0,Production,Éolien
9385,Lituanie,2020,1551700.0,Production,Éolien
9386,Lituanie,2021,1361700.0,Production,Éolien
9387,Luxembourg,2013,83027.0,Production,Éolien
9388,Luxembourg,2014,79876.0,Production,Éolien
9389,Luxembourg,2015,101848.0,Production,Éolien
9390,Luxembourg,2016,101486.0,Production,Éolien
9391,Luxembourg,2017,234823.0,Production,Éolien
9392,Luxembourg,2018,254575.0,Production,Éolien
9393,Luxembourg,2019,281283.0,Production,Éolien
9394,Luxembourg,2020,351135.0,Production,Éolien
9395,Luxembourg,2021,314313.0,Production,Éolien
9396,Lettonie,2013,120055.0,Production,Éolien
9397,Lettonie,2014,139712.0,Production,Éolien
9398,Lettonie,2015,147135.0,Production,Éolien
9399,Lettonie,2016,127889.0,Production,Éolien
9400,Lettonie,2017,150000.0,Production,Éolien
9401,Lettonie,2018,122038.0,Production,Éolien
9402,Lettonie,2019,153999.0,Production,Éolien
9403,Lettonie,2020,176842.0,Production,Éolien
9404,Lettonie,2021,141436.0,Production,Éolien
9405,Malte,2013,85.0,Production,Éolien
9406,Malte,2014,58.0,Production,Éolien
9407,Malte,2015,58.0,Production,Éolien
9408,Malte,2016,58.0,Production,Éolien
9409,Malte,2017,58.0,Production,Éolien
9410,Malte,2018,58.0,Production,Éolien
9411,Malte,2019,58.0,Production,Éolien
9412,Malte,2020,58.0,Production,Éolien
9413,Malte,2021,58.0,Production,Éolien
9414,Pays-Bas,2013,5627147.0,Production,Éolien
9415,Pays-Bas,2014,5797335.0,Production,Éolien
9416,Pays-Bas,2015,7549870.0,Production,Éolien
9417,Pays-Bas,2016,8170458.0,Production,Éolien
9418,Pays-Bas,2017,10568813.0,Production,Éolien
9419,Pays-Bas,2018,10548511.0,Production,Éolien
9420,Pays-Bas,2019,11507927.0,Production,Éolien
9421,Pays-Bas,2020,15277726.0,Production,Éolien
9422,Pays-Bas,2021,18004853.0,Production,Éolien
9423,Pologne,2013,6003806.0,Production,Éolien
9424,Pologne,2014,7675629.0,Production,Éolien
9425,Pologne,2015,10858365.0,Production,Éolien
9426,Pologne,2016,12587590.0,Production,Éolien
9427,Pologne,2017,14909041.0,Production,Éolien
9428,Pologne,2018,12798792.0,Production,Éolien
9429,Pologne,2019,15106759.0,Production,Éolien
9430,Pologne,2020,15800049.0,Production,Éolien
9431,Pologne,2021,16233547.0,Production,Éolien
9432,Portugal,2013,12014601.0,Production,Éolien
9433,Portugal,2014,12111395.0,Production,Éolien
9434,Portugal,2015,11607638.0,Production,Éolien
9435,Portugal,2016,12474096.0,Production,Éolien
9436,Portugal,2017,12247853.0,Production,Éolien
9437,Portugal,2018,12616584.0,Production,Éolien
9438,Portugal,2019,13666949.0,Production,Éolien
9439,Portugal,2020,12298663.0,Production,Éolien
9440,Portugal,2021,13215614.0,Production,Éolien
9441,Roumanie,2013,4520210.0,Production,Éolien
9442,Roumanie,2014,6200910.0,Production,Éolien
9443,Roumanie,2015,7062930.0,Production,Éolien
9444,Roumanie,2016,6590000.0,Production,Éolien
9445,Roumanie,2017,7406702.0,Production,Éolien
9446,Roumanie,2018,6322219.0,Production,Éolien
9447,Roumanie,2019,6772809.0,Production,Éolien
9448,Roumanie,2020,6945462.0,Production,Éolien
9449,Roumanie,2021,6575550.0,Production,Éolien
9450,Suède,2013,9842000.0,Production,Éolien
9451,Suède,2014,11235000.0,Production,Éolien
9452,Suède,2015,16322000.0,Production,Éolien
9453,Suède,2016,15479000.0,Production,Éolien
9454,Suède,2017,17609000.0,Production,Éolien
9455,Suède,2018,16623000.0,Production,Éolien
9456,Suède,2019,19847000.0,Production,Éolien
9457,Suède,2020,27526000.0,Production,Éolien
9458,Suède,2021,27244000.0,Production,Éolien
9459,Slovénie,2013,4221.0,Production,Éolien
9460,Slovénie,2014,4209.0,Production,Éolien
9461,Slovénie,2015,6028.0,Production,Éolien
9462,Slovénie,2016,5778.0,Production,Éolien
9463,Slovénie,2017,5716.0,Production,Éolien
9464,Slovénie,2018,6021.0,Production,Éolien
9465,Slovénie,2019,6150.0,Production,Éolien
9466,Slovénie,2020,6251.0,Production,Éolien
9467,Slovénie,2021,5593.0,Production,Éolien
9468,Slovaquie,2013,6000.0,Production,Éolien
9469,Slovaquie,2014,6000.0,Production,Éolien
9470,Slovaquie,2015,6000.0,Production,Éolien
9471,Slovaquie,2016,6000.0,Production,Éolien
9472,Slovaquie,2017,6000.0,Production,Éolien
9473,Slovaquie,2018,6000.0,Production,Éolien
9474,Slovaquie,2019,6000.0,Production,Éolien
9475,Slovaquie,2020,4000.0,Production,Éolien
9476,Slovaquie,2021,5000.0,Production,Éolien
9477,Autriche,2013,2052869.0000000002,Production,Solaire Thermique
9478,Autriche,2014,2101943.0,Production,Solaire Thermique
9479,Autriche,2015,2131000.0,Production,Solaire Thermique
9480,Autriche,2016,2131074.0,Production,Solaire Thermique
9481,Autriche,2017,2121980.0,Production,Solaire Thermique
9482,Autriche,2018,2104436.0,Production,Solaire Thermique
9483,Autriche,2019,2081734.0,Production,Solaire Thermique
9484,Autriche,2020,2116429.0,Production,Solaire Thermique
9485,Autriche,2021,2052007.0,Production,Solaire Thermique
9486,Belgique,2013,213778.0,Production,Solaire Thermique
9487,Belgique,2014,253000.0,Production,Solaire Thermique
9488,Belgique,2015,276639.0,Production,Solaire Thermique
9489,Belgique,2016,268778.0,Production,Solaire Thermique
9490,Belgique,2017,279306.0,Production,Solaire Thermique
9491,Belgique,2018,304528.0,Production,Solaire Thermique
9492,Belgique,2019,302556.0,Production,Solaire Thermique
9493,Belgique,2020,313722.0,Production,Solaire Thermique
9494,Belgique,2021,302528.0,Production,Solaire Thermique
9495,Bulgarie,2013,221667.0,Production,Solaire Thermique
9496,Bulgarie,2014,228889.0,Production,Solaire Thermique
9497,Bulgarie,2015,253333.0,Production,Solaire Thermique
9498,Bulgarie,2016,260278.00000000003,Production,Solaire Thermique
9499,Bulgarie,2017,273000.0,Production,Solaire Thermique
9500,Bulgarie,2018,289972.0,Production,Solaire Thermique
9501,Bulgarie,2019,303297.0,Production,Solaire Thermique
9502,Bulgarie,2020,318718.0,Production,Solaire Thermique
9503,Bulgarie,2021,339324.0,Production,Solaire Thermique
9504,Chypre,2013,764167.0,Production,Solaire Thermique
9505,Chypre,2014,776667.0,Production,Solaire Thermique
9506,Chypre,2015,789167.0,Production,Solaire Thermique
9507,Chypre,2016,801944.0,Production,Solaire Thermique
9508,Chypre,2017,816613.0,Production,Solaire Thermique
9509,Chypre,2018,837608.0,Production,Solaire Thermique
9510,Chypre,2019,850636.0,Production,Solaire Thermique
9511,Chypre,2020,864928.0,Production,Solaire Thermique
9512,Chypre,2021,879943.0,Production,Solaire Thermique
9513,République tchèque,2013,159075.0,Production,Solaire Thermique
9514,République tchèque,2014,171855.0,Production,Solaire Thermique
9515,République tchèque,2015,183836.0,Production,Solaire Thermique
9516,République tchèque,2016,194101.0,Production,Solaire Thermique
9517,République tchèque,2017,202959.0,Production,Solaire Thermique
9518,République tchèque,2018,209043.0,Production,Solaire Thermique
9519,République tchèque,2019,213141.0,Production,Solaire Thermique
9520,République tchèque,2020,219055.0,Production,Solaire Thermique
9521,République tchèque,2021,224996.0,Production,Solaire Thermique
9522,Allemagne,2013,6700833.0,Production,Solaire Thermique
9523,Allemagne,2014,7206111.0,Production,Solaire Thermique
9524,Allemagne,2015,7706389.0,Production,Solaire Thermique
9525,Allemagne,2016,7693056.0,Production,Solaire Thermique
9526,Allemagne,2017,7853611.0,Production,Solaire Thermique
9527,Allemagne,2018,8875000.0,Production,Solaire Thermique
9528,Allemagne,2019,8482778.0,Production,Solaire Thermique
9529,Allemagne,2020,8904722.0,Production,Solaire Thermique
9530,Allemagne,2021,8448611.0,Production,Solaire Thermique
9531,Danemark,2013,285237.0,Production,Solaire Thermique
9532,Danemark,2014,361149.0,Production,Solaire Thermique
9533,Danemark,2015,427127.0,Production,Solaire Thermique
9534,Danemark,2016,550109.0,Production,Solaire Thermique
9535,Danemark,2017,647126.0,Production,Solaire Thermique
9536,Danemark,2018,767027.0,Production,Solaire Thermique
9537,Danemark,2019,821731.0,Production,Solaire Thermique
9538,Danemark,2020,909190.0,Production,Solaire Thermique
9539,Danemark,2021,802459.0,Production,Solaire Thermique
9540,Estonie,2013,0.0,Production,Solaire Thermique
9541,Estonie,2014,0.0,Production,Solaire Thermique
9542,Estonie,2015,0.0,Production,Solaire Thermique
9543,Estonie,2016,0.0,Production,Solaire Thermique
9544,Estonie,2017,0.0,Production,Solaire Thermique
9545,Estonie,2018,0.0,Production,Solaire Thermique
9546,Estonie,2019,0.0,Production,Solaire Thermique
9547,Estonie,2020,0.0,Production,Solaire Thermique
9548,Estonie,2021,0.0,Production,Solaire Thermique
9549,Grèce,2013,2871667.0,Production,Solaire Thermique
9550,Grèce,2014,2945000.0,Production,Solaire Thermique
9551,Grèce,2015,3015556.0,Production,Solaire Thermique
9552,Grèce,2016,3075278.0,Production,Solaire Thermique
9553,Grèce,2017,3156944.0,Production,Solaire Thermique
9554,Grèce,2018,3224167.0,Production,Solaire Thermique
9555,Grèce,2019,3324444.0,Production,Solaire Thermique
9556,Grèce,2020,3408861.0,Production,Solaire Thermique
9557,Grèce,2021,3534528.0,Production,Solaire Thermique
9558,Espagne,2013,24322227.0,Production,Solaire Thermique
9559,Espagne,2014,27672571.0,Production,Solaire Thermique
9560,Espagne,2015,28508589.0,Production,Solaire Thermique
9561,Espagne,2016,28627019.0,Production,Solaire Thermique
9562,Espagne,2017,30186235.0,Production,Solaire Thermique
9563,Espagne,2018,25718749.0,Production,Solaire Thermique
9564,Espagne,2019,29613844.0,Production,Solaire Thermique
9565,Espagne,2020,26609608.0,Production,Solaire Thermique
9566,Espagne,2021,27561311.0,Production,Solaire Thermique
9567,Finlande,2013,14444.0,Production,Solaire Thermique
9568,Finlande,2014,15833.0,Production,Solaire Thermique
9569,Finlande,2015,17222.0,Production,Solaire Thermique
9570,Finlande,2016,19167.0,Production,Solaire Thermique
9571,Finlande,2017,20833.0,Production,Solaire Thermique
9572,Finlande,2018,23056.0,Production,Solaire Thermique
9573,Finlande,2019,25278.0,Production,Solaire Thermique
9574,Finlande,2020,27778.0,Production,Solaire Thermique
9575,Finlande,2021,30556.0,Production,Solaire Thermique
9576,France,2013,1688269.0,Production,Solaire Thermique
9577,France,2014,1790007.0,Production,Solaire Thermique
9578,France,2015,1865447.0,Production,Solaire Thermique
9579,France,2016,1930152.0,Production,Solaire Thermique
9580,France,2017,2002038.0,Production,Solaire Thermique
9581,France,2018,2106381.0,Production,Solaire Thermique
9582,France,2019,2178649.0,Production,Solaire Thermique
9583,France,2020,2262616.0,Production,Solaire Thermique
9584,France,2021,2348227.0,Production,Solaire Thermique
9585,Croatie,2013,95833.0,Production,Solaire Thermique
9586,Croatie,2014,108611.0,Production,Solaire Thermique
9587,Croatie,2015,120833.0,Production,Solaire Thermique
9588,Croatie,2016,134444.0,Production,Solaire Thermique
9589,Croatie,2017,149500.0,Production,Solaire Thermique
9590,Croatie,2018,162083.0,Production,Solaire Thermique
9591,Croatie,2019,179667.0,Production,Solaire Thermique
9592,Croatie,2020,190083.0,Production,Solaire Thermique
9593,Croatie,2021,198500.0,Production,Solaire Thermique
9594,Hongrie,2013,102222.0,Production,Solaire Thermique
9595,Hongrie,2014,112778.0,Production,Solaire Thermique
9596,Hongrie,2015,124444.0,Production,Solaire Thermique
9597,Hongrie,2016,130000.0,Production,Solaire Thermique
9598,Hongrie,2017,136944.0,Production,Solaire Thermique
