,Pays,Année,Valeur (MW),Type,Class
0,Autriche,2013,6019795.0,Export,Bioénergie
1,Autriche,2014,6840015.0,Export,Bioénergie
2,Autriche,2015,7691816.0,Export,Bioénergie
3,Autriche,2016,8176914.0,Export,Bioénergie
4,Autriche,2017,8857933.0,Export,Bioénergie
5,Autriche,2018,10067610.0,Export,Bioénergie
6,Autriche,2019,10737361.0,Export,Bioénergie
7,Autriche,2020,10560826.0,Export,Bioénergie
8,Autriche,2021,10932615.0,Export,Bioénergie
9,Belgique,2013,1850514.0,Export,Bioénergie
10,Belgique,2014,2029356.0,Export,Bioénergie
11,Belgique,2015,1639828.0,Export,Bioénergie
12,Belgique,2016,3336598.0,Export,Bioénergie
13,Belgique,2017,3370941.0,Export,Bioénergie
14,Belgique,2018,3704909.0,Export,Bioénergie
15,Belgique,2019,5904020.0,Export,Bioénergie
16,Belgique,2020,5696606.0,Export,Bioénergie
17,Belgique,2021,4848497.0,Export,Bioénergie
18,Bulgarie,2013,1209083.0,Export,Bioénergie
19,Bulgarie,2014,1467706.0,Export,Bioénergie
20,Bulgarie,2015,1889819.0,Export,Bioénergie
21,Bulgarie,2016,1575529.0,Export,Bioénergie
22,Bulgarie,2017,1328753.0,Export,Bioénergie
23,Bulgarie,2018,2492155.0,Export,Bioénergie
24,Bulgarie,2019,2567427.0,Export,Bioénergie
25,Bulgarie,2020,2290925.0,Export,Bioénergie
26,Bulgarie,2021,2545220.0,Export,Bioénergie
27,Chypre,2013,0.0,Export,Bioénergie
28,Chypre,2014,0.0,Export,Bioénergie
29,Chypre,2015,0.0,Export,Bioénergie
30,Chypre,2016,4399.0,Export,Bioénergie
31,Chypre,2017,0.0,Export,Bioénergie
32,Chypre,2018,0.0,Export,Bioénergie
33,Chypre,2019,0.0,Export,Bioénergie
34,Chypre,2020,0.0,Export,Bioénergie
35,Chypre,2021,0.0,Export,Bioénergie
36,République tchèque,2013,4901537.0,Export,Bioénergie
37,République tchèque,2014,4904191.0,Export,Bioénergie
38,République tchèque,2015,5965150.0,Export,Bioénergie
39,République tchèque,2016,6043501.0,Export,Bioénergie
40,République tchèque,2017,5962066.0,Export,Bioénergie
41,République tchèque,2018,6390049.0,Export,Bioénergie
42,République tchèque,2019,6860758.0,Export,Bioénergie
43,République tchèque,2020,7356389.0,Export,Bioénergie
44,République tchèque,2021,8571532.0,Export,Bioénergie
45,Allemagne,2013,27466043.0,Export,Bioénergie
46,Allemagne,2014,31733132.0,Export,Bioénergie
47,Allemagne,2015,31573497.0,Export,Bioénergie
48,Allemagne,2016,28495869.0,Export,Bioénergie
49,Allemagne,2017,28962022.0,Export,Bioénergie
50,Allemagne,2018,36084569.0,Export,Bioénergie
51,Allemagne,2019,37644775.0,Export,Bioénergie
52,Allemagne,2020,41458500.0,Export,Bioénergie
53,Allemagne,2021,39557370.0,Export,Bioénergie
54,Danemark,2013,1684191.0,Export,Bioénergie
55,Danemark,2014,1795272.0,Export,Bioénergie
56,Danemark,2015,1904553.0,Export,Bioénergie
57,Danemark,2016,2480658.0,Export,Bioénergie
58,Danemark,2017,3662159.0,Export,Bioénergie
59,Danemark,2018,3598684.0,Export,Bioénergie
60,Danemark,2019,3603874.0,Export,Bioénergie
61,Danemark,2020,5466973.0,Export,Bioénergie
62,Danemark,2021,8364300.999999999,Export,Bioénergie
63,Estonie,2013,3824492.0,Export,Bioénergie
64,Estonie,2014,4503238.0,Export,Bioénergie
65,Estonie,2015,5015676.0,Export,Bioénergie
66,Estonie,2016,6357500.0,Export,Bioénergie
67,Estonie,2017,6702278.0,Export,Bioénergie
68,Estonie,2018,7701591.0,Export,Bioénergie
69,Estonie,2019,8665919.0,Export,Bioénergie
70,Estonie,2020,7979704.0,Export,Bioénergie
71,Estonie,2021,10047683.0,Export,Bioénergie
72,Grèce,2013,200162.0,Export,Bioénergie
73,Grèce,2014,147372.0,Export,Bioénergie
74,Grèce,2015,101524.0,Export,Bioénergie
75,Grèce,2016,73502.0,Export,Bioénergie
76,Grèce,2017,166007.0,Export,Bioénergie
77,Grèce,2018,223823.0,Export,Bioénergie
78,Grèce,2019,300588.0,Export,Bioénergie
79,Grèce,2020,679297.0,Export,Bioénergie
80,Grèce,2021,587934.0,Export,Bioénergie
81,Espagne,2013,10586678.0,Export,Bioénergie
82,Espagne,2014,17767472.0,Export,Bioénergie
83,Espagne,2015,11210814.0,Export,Bioénergie
84,Espagne,2016,13895385.0,Export,Bioénergie
85,Espagne,2017,17755810.0,Export,Bioénergie
86,Espagne,2018,24550304.0,Export,Bioénergie
87,Espagne,2019,24836029.0,Export,Bioénergie
88,Espagne,2020,23359417.0,Export,Bioénergie
89,Espagne,2021,29590587.0,Export,Bioénergie
90,Finlande,2013,4301716.0,Export,Bioénergie
91,Finlande,2014,4594941.0,Export,Bioénergie
92,Finlande,2015,1351625.0,Export,Bioénergie
93,Finlande,2016,900670.0,Export,Bioénergie
94,Finlande,2017,639189.0,Export,Bioénergie
95,Finlande,2018,979348.0,Export,Bioénergie
96,Finlande,2019,1344870.0,Export,Bioénergie
97,Finlande,2020,1856920.0,Export,Bioénergie
98,Finlande,2021,2481886.0,Export,Bioénergie
99,France,2013,6788585.0,Export,Bioénergie
100,France,2014,7173350.0,Export,Bioénergie
101,France,2015,8336261.0,Export,Bioénergie
102,France,2016,7897139.0,Export,Bioénergie
103,France,2017,8518724.0,Export,Bioénergie
104,France,2018,12348435.0,Export,Bioénergie
105,France,2019,12019422.0,Export,Bioénergie
106,France,2020,10813792.0,Export,Bioénergie
107,France,2021,10485514.0,Export,Bioénergie
108,Croatie,2013,2919114.0,Export,Bioénergie
109,Croatie,2014,3413411.0,Export,Bioénergie
110,Croatie,2015,3614335.0,Export,Bioénergie
111,Croatie,2016,3863877.0,Export,Bioénergie
112,Croatie,2017,4104090.0,Export,Bioénergie
113,Croatie,2018,3579285.0,Export,Bioénergie
114,Croatie,2019,3280224.0,Export,Bioénergie
115,Croatie,2020,3375962.0,Export,Bioénergie
116,Croatie,2021,4044704.0,Export,Bioénergie
117,Hongrie,2013,3937052.0,Export,Bioénergie
118,Hongrie,2014,4083183.0,Export,Bioénergie
119,Hongrie,2015,5413764.0,Export,Bioénergie
120,Hongrie,2016,5412772.0,Export,Bioénergie
121,Hongrie,2017,5744755.0,Export,Bioénergie
122,Hongrie,2018,5471555.0,Export,Bioénergie
123,Hongrie,2019,5954192.0,Export,Bioénergie
124,Hongrie,2020,4824146.0,Export,Bioénergie
125,Hongrie,2021,5385775.0,Export,Bioénergie
126,Irlande,2013,7237.0,Export,Bioénergie
127,Irlande,2014,14617.0,Export,Bioénergie
128,Irlande,2015,20589.0,Export,Bioénergie
129,Irlande,2016,37638.0,Export,Bioénergie
130,Irlande,2017,45142.0,Export,Bioénergie
131,Irlande,2018,154861.0,Export,Bioénergie
132,Irlande,2019,120351.0,Export,Bioénergie
133,Irlande,2020,200205.0,Export,Bioénergie
134,Irlande,2021,230732.0,Export,Bioénergie
135,Italie,2013,712411.0,Export,Bioénergie
136,Italie,2014,1866308.0,Export,Bioénergie
137,Italie,2015,1625186.0,Export,Bioénergie
138,Italie,2016,3063812.0,Export,Bioénergie
139,Italie,2017,4185233.0,Export,Bioénergie
140,Italie,2018,3598870.0,Export,Bioénergie
141,Italie,2019,3729721.0,Export,Bioénergie
142,Italie,2020,6259228.0,Export,Bioénergie
143,Italie,2021,8577415.0,Export,Bioénergie
144,Lituanie,2013,2759174.0,Export,Bioénergie
145,Lituanie,2014,2757665.0,Export,Bioénergie
146,Lituanie,2015,2981684.0,Export,Bioénergie
147,Lituanie,2016,2940431.0,Export,Bioénergie
148,Lituanie,2017,3603131.0,Export,Bioénergie
149,Lituanie,2018,3717192.0,Export,Bioénergie
150,Lituanie,2019,3787858.0,Export,Bioénergie
151,Lituanie,2020,3878292.0,Export,Bioénergie
152,Lituanie,2021,4097095.0000000005,Export,Bioénergie
153,Luxembourg,2013,141800.0,Export,Bioénergie
154,Luxembourg,2014,160838.0,Export,Bioénergie
155,Luxembourg,2015,341235.0,Export,Bioénergie
156,Luxembourg,2016,399254.0,Export,Bioénergie
157,Luxembourg,2017,363669.0,Export,Bioénergie
158,Luxembourg,2018,379596.0,Export,Bioénergie
159,Luxembourg,2019,302900.0,Export,Bioénergie
160,Luxembourg,2020,404496.0,Export,Bioénergie
161,Luxembourg,2021,429823.0,Export,Bioénergie
162,Lettonie,2013,8487259.0,Export,Bioénergie
163,Lettonie,2014,9599939.0,Export,Bioénergie
164,Lettonie,2015,10564220.0,Export,Bioénergie
165,Lettonie,2016,11675796.0,Export,Bioénergie
166,Lettonie,2017,11271786.0,Export,Bioénergie
167,Lettonie,2018,12318397.0,Export,Bioénergie
168,Lettonie,2019,15931935.0,Export,Bioénergie
169,Lettonie,2020,16029216.0,Export,Bioénergie
170,Lettonie,2021,17389242.0,Export,Bioénergie
171,Malte,2013,0.0,Export,Bioénergie
172,Malte,2014,0.0,Export,Bioénergie
173,Malte,2015,0.0,Export,Bioénergie
174,Malte,2016,0.0,Export,Bioénergie
175,Malte,2017,210.0,Export,Bioénergie
176,Malte,2018,3014.0,Export,Bioénergie
177,Malte,2019,10892.0,Export,Bioénergie
178,Malte,2020,12.0,Export,Bioénergie
179,Malte,2021,117.0,Export,Bioénergie
180,Pays-Bas,2013,18758447.0,Export,Bioénergie
181,Pays-Bas,2014,22381887.0,Export,Bioénergie
182,Pays-Bas,2015,20854012.0,Export,Bioénergie
183,Pays-Bas,2016,19351910.0,Export,Bioénergie
184,Pays-Bas,2017,21428401.0,Export,Bioénergie
185,Pays-Bas,2018,17595413.0,Export,Bioénergie
186,Pays-Bas,2019,19693106.0,Export,Bioénergie
187,Pays-Bas,2020,21581195.0,Export,Bioénergie
188,Pays-Bas,2021,20889828.0,Export,Bioénergie
189,Pologne,2013,2320626.0,Export,Bioénergie
190,Pologne,2014,5636937.0,Export,Bioénergie
191,Pologne,2015,9488222.0,Export,Bioénergie
192,Pologne,2016,13153981.0,Export,Bioénergie
193,Pologne,2017,11334234.0,Export,Bioénergie
194,Pologne,2018,8130003.0,Export,Bioénergie
195,Pologne,2019,7772594.0,Export,Bioénergie
196,Pologne,2020,7196102.0,Export,Bioénergie
197,Pologne,2021,7230477.0,Export,Bioénergie
198,Portugal,2013,4847554.0,Export,Bioénergie
199,Portugal,2014,4919697.0,Export,Bioénergie
200,Portugal,2015,4425353.0,Export,Bioénergie
201,Portugal,2016,4396727.0,Export,Bioénergie
202,Portugal,2017,3870672.0,Export,Bioénergie
203,Portugal,2018,4435132.0,Export,Bioénergie
204,Portugal,2019,5007502.0,Export,Bioénergie
205,Portugal,2020,4814289.0,Export,Bioénergie
206,Portugal,2021,4478057.0,Export,Bioénergie
207,Roumanie,2013,2468836.0,Export,Bioénergie
208,Roumanie,2014,2121111.0,Export,Bioénergie
209,Roumanie,2015,1846715.0,Export,Bioénergie
210,Roumanie,2016,1291348.0,Export,Bioénergie
211,Roumanie,2017,875589.0,Export,Bioénergie
212,Roumanie,2018,767587.0,Export,Bioénergie
213,Roumanie,2019,473346.0,Export,Bioénergie
214,Roumanie,2020,510965.0,Export,Bioénergie
215,Roumanie,2021,717179.0,Export,Bioénergie
216,Suède,2013,3025718.0,Export,Bioénergie
217,Suède,2014,3637045.0,Export,Bioénergie
218,Suède,2015,4226486.0,Export,Bioénergie
219,Suède,2016,4856492.0,Export,Bioénergie
220,Suède,2017,5536329.0,Export,Bioénergie
221,Suède,2018,6477732.0,Export,Bioénergie
222,Suède,2019,7421022.0,Export,Bioénergie
223,Suède,2020,7180350.0,Export,Bioénergie
224,Suède,2021,8773004.0,Export,Bioénergie
225,Slovénie,2013,142672.0,Export,Bioénergie
226,Slovénie,2014,148155.0,Export,Bioénergie
227,Slovénie,2015,161195.0,Export,Bioénergie
228,Slovénie,2016,162807.0,Export,Bioénergie
229,Slovénie,2017,171332.0,Export,Bioénergie
230,Slovénie,2018,154519.0,Export,Bioénergie
231,Slovénie,2019,145633.0,Export,Bioénergie
232,Slovénie,2020,149372.0,Export,Bioénergie
233,Slovénie,2021,154750.0,Export,Bioénergie
234,Slovaquie,2013,1522450.0,Export,Bioénergie
235,Slovaquie,2014,1726175.0,Export,Bioénergie
236,Slovaquie,2015,2130760.0,Export,Bioénergie
237,Slovaquie,2016,2200796.0,Export,Bioénergie
238,Slovaquie,2017,2364301.0,Export,Bioénergie
239,Slovaquie,2018,2144415.0,Export,Bioénergie
240,Slovaquie,2019,2319224.0,Export,Bioénergie
241,Slovaquie,2020,2345859.0,Export,Bioénergie
242,Slovaquie,2021,2344234.0,Export,Bioénergie
243,Autriche,2013,0.0,Export,Biogaz
244,Autriche,2014,0.0,Export,Biogaz
245,Autriche,2015,0.0,Export,Biogaz
246,Autriche,2016,0.0,Export,Biogaz
247,Autriche,2017,0.0,Export,Biogaz
248,Autriche,2018,0.0,Export,Biogaz
249,Autriche,2019,0.0,Export,Biogaz
250,Autriche,2020,0.0,Export,Biogaz
251,Autriche,2021,0.0,Export,Biogaz
252,Belgique,2013,0.0,Export,Biogaz
253,Belgique,2014,0.0,Export,Biogaz
254,Belgique,2015,0.0,Export,Biogaz
255,Belgique,2016,0.0,Export,Biogaz
256,Belgique,2017,0.0,Export,Biogaz
257,Belgique,2018,0.0,Export,Biogaz
258,Belgique,2019,0.0,Export,Biogaz
259,Belgique,2020,0.0,Export,Biogaz
260,Belgique,2021,0.0,Export,Biogaz
261,Bulgarie,2013,0.0,Export,Biogaz
262,Bulgarie,2014,0.0,Export,Biogaz
263,Bulgarie,2015,0.0,Export,Biogaz
264,Bulgarie,2016,0.0,Export,Biogaz
265,Bulgarie,2017,0.0,Export,Biogaz
266,Bulgarie,2018,0.0,Export,Biogaz
267,Bulgarie,2019,0.0,Export,Biogaz
268,Bulgarie,2020,0.0,Export,Biogaz
269,Bulgarie,2021,0.0,Export,Biogaz
270,Chypre,2013,0.0,Export,Biogaz
271,Chypre,2014,0.0,Export,Biogaz
272,Chypre,2015,0.0,Export,Biogaz
273,Chypre,2016,0.0,Export,Biogaz
274,Chypre,2017,0.0,Export,Biogaz
275,Chypre,2018,0.0,Export,Biogaz
276,Chypre,2019,0.0,Export,Biogaz
277,Chypre,2020,0.0,Export,Biogaz
278,Chypre,2021,0.0,Export,Biogaz
279,République tchèque,2013,0.0,Export,Biogaz
280,République tchèque,2014,0.0,Export,Biogaz
281,République tchèque,2015,0.0,Export,Biogaz
282,République tchèque,2016,0.0,Export,Biogaz
283,République tchèque,2017,0.0,Export,Biogaz
284,République tchèque,2018,0.0,Export,Biogaz
285,République tchèque,2019,0.0,Export,Biogaz
286,République tchèque,2020,0.0,Export,Biogaz
287,République tchèque,2021,0.0,Export,Biogaz
288,Allemagne,2013,0.0,Export,Biogaz
289,Allemagne,2014,0.0,Export,Biogaz
290,Allemagne,2015,0.0,Export,Biogaz
291,Allemagne,2016,0.0,Export,Biogaz
292,Allemagne,2017,0.0,Export,Biogaz
293,Allemagne,2018,0.0,Export,Biogaz
294,Allemagne,2019,0.0,Export,Biogaz
295,Allemagne,2020,0.0,Export,Biogaz
296,Allemagne,2021,0.0,Export,Biogaz
297,Danemark,2013,0.0,Export,Biogaz
298,Danemark,2014,0.0,Export,Biogaz
299,Danemark,2015,0.0,Export,Biogaz
300,Danemark,2016,0.0,Export,Biogaz
301,Danemark,2017,0.0,Export,Biogaz
302,Danemark,2018,0.0,Export,Biogaz
303,Danemark,2019,0.0,Export,Biogaz
304,Danemark,2020,0.0,Export,Biogaz
305,Danemark,2021,0.0,Export,Biogaz
306,Estonie,2013,0.0,Export,Biogaz
307,Estonie,2014,0.0,Export,Biogaz
308,Estonie,2015,0.0,Export,Biogaz
309,Estonie,2016,0.0,Export,Biogaz
310,Estonie,2017,0.0,Export,Biogaz
311,Estonie,2018,0.0,Export,Biogaz
312,Estonie,2019,0.0,Export,Biogaz
313,Estonie,2020,0.0,Export,Biogaz
314,Estonie,2021,0.0,Export,Biogaz
315,Grèce,2013,0.0,Export,Biogaz
316,Grèce,2014,0.0,Export,Biogaz
317,Grèce,2015,0.0,Export,Biogaz
318,Grèce,2016,0.0,Export,Biogaz
319,Grèce,2017,0.0,Export,Biogaz
320,Grèce,2018,0.0,Export,Biogaz
321,Grèce,2019,0.0,Export,Biogaz
322,Grèce,2020,0.0,Export,Biogaz
323,Grèce,2021,0.0,Export,Biogaz
324,Espagne,2013,0.0,Export,Biogaz
325,Espagne,2014,0.0,Export,Biogaz
326,Espagne,2015,0.0,Export,Biogaz
327,Espagne,2016,0.0,Export,Biogaz
328,Espagne,2017,0.0,Export,Biogaz
329,Espagne,2018,0.0,Export,Biogaz
330,Espagne,2019,0.0,Export,Biogaz
331,Espagne,2020,0.0,Export,Biogaz
332,Espagne,2021,0.0,Export,Biogaz
333,Finlande,2013,0.0,Export,Biogaz
334,Finlande,2014,0.0,Export,Biogaz
335,Finlande,2015,0.0,Export,Biogaz
336,Finlande,2016,0.0,Export,Biogaz
337,Finlande,2017,0.0,Export,Biogaz
338,Finlande,2018,0.0,Export,Biogaz
339,Finlande,2019,0.0,Export,Biogaz
340,Finlande,2020,0.0,Export,Biogaz
341,Finlande,2021,0.0,Export,Biogaz
342,France,2013,0.0,Export,Biogaz
343,France,2014,0.0,Export,Biogaz
344,France,2015,0.0,Export,Biogaz
345,France,2016,0.0,Export,Biogaz
346,France,2017,0.0,Export,Biogaz
347,France,2018,0.0,Export,Biogaz
348,France,2019,0.0,Export,Biogaz
349,France,2020,0.0,Export,Biogaz
350,France,2021,0.0,Export,Biogaz
351,Croatie,2013,0.0,Export,Biogaz
352,Croatie,2014,0.0,Export,Biogaz
353,Croatie,2015,0.0,Export,Biogaz
354,Croatie,2016,0.0,Export,Biogaz
355,Croatie,2017,0.0,Export,Biogaz
356,Croatie,2018,0.0,Export,Biogaz
357,Croatie,2019,0.0,Export,Biogaz
358,Croatie,2020,0.0,Export,Biogaz
359,Croatie,2021,0.0,Export,Biogaz
360,Hongrie,2013,0.0,Export,Biogaz
361,Hongrie,2014,0.0,Export,Biogaz
362,Hongrie,2015,0.0,Export,Biogaz
363,Hongrie,2016,0.0,Export,Biogaz
364,Hongrie,2017,0.0,Export,Biogaz
365,Hongrie,2018,0.0,Export,Biogaz
366,Hongrie,2019,0.0,Export,Biogaz
367,Hongrie,2020,0.0,Export,Biogaz
368,Hongrie,2021,0.0,Export,Biogaz
369,Irlande,2013,0.0,Export,Biogaz
370,Irlande,2014,0.0,Export,Biogaz
371,Irlande,2015,0.0,Export,Biogaz
372,Irlande,2016,0.0,Export,Biogaz
373,Irlande,2017,0.0,Export,Biogaz
374,Irlande,2018,0.0,Export,Biogaz
375,Irlande,2019,0.0,Export,Biogaz
376,Irlande,2020,0.0,Export,Biogaz
377,Irlande,2021,0.0,Export,Biogaz
378,Italie,2013,0.0,Export,Biogaz
379,Italie,2014,0.0,Export,Biogaz
380,Italie,2015,0.0,Export,Biogaz
381,Italie,2016,0.0,Export,Biogaz
382,Italie,2017,0.0,Export,Biogaz
383,Italie,2018,0.0,Export,Biogaz
384,Italie,2019,0.0,Export,Biogaz
385,Italie,2020,0.0,Export,Biogaz
386,Italie,2021,0.0,Export,Biogaz
387,Lituanie,2013,0.0,Export,Biogaz
388,Lituanie,2014,0.0,Export,Biogaz
389,Lituanie,2015,0.0,Export,Biogaz
390,Lituanie,2016,0.0,Export,Biogaz
391,Lituanie,2017,0.0,Export,Biogaz
392,Lituanie,2018,0.0,Export,Biogaz
393,Lituanie,2019,0.0,Export,Biogaz
394,Lituanie,2020,0.0,Export,Biogaz
395,Lituanie,2021,0.0,Export,Biogaz
396,Luxembourg,2013,0.0,Export,Biogaz
397,Luxembourg,2014,0.0,Export,Biogaz
398,Luxembourg,2015,0.0,Export,Biogaz
399,Luxembourg,2016,0.0,Export,Biogaz
400,Luxembourg,2017,0.0,Export,Biogaz
401,Luxembourg,2018,0.0,Export,Biogaz
402,Luxembourg,2019,0.0,Export,Biogaz
403,Luxembourg,2020,0.0,Export,Biogaz
404,Luxembourg,2021,0.0,Export,Biogaz
405,Lettonie,2013,0.0,Export,Biogaz
406,Lettonie,2014,0.0,Export,Biogaz
407,Lettonie,2015,0.0,Export,Biogaz
408,Lettonie,2016,0.0,Export,Biogaz
409,Lettonie,2017,0.0,Export,Biogaz
410,Lettonie,2018,0.0,Export,Biogaz
411,Lettonie,2019,0.0,Export,Biogaz
412,Lettonie,2020,0.0,Export,Biogaz
413,Lettonie,2021,0.0,Export,Biogaz
414,Malte,2013,0.0,Export,Biogaz
415,Malte,2014,0.0,Export,Biogaz
416,Malte,2015,0.0,Export,Biogaz
417,Malte,2016,0.0,Export,Biogaz
418,Malte,2017,0.0,Export,Biogaz
419,Malte,2018,0.0,Export,Biogaz
420,Malte,2019,0.0,Export,Biogaz
421,Malte,2020,0.0,Export,Biogaz
422,Malte,2021,0.0,Export,Biogaz
423,Pays-Bas,2013,0.0,Export,Biogaz
424,Pays-Bas,2014,0.0,Export,Biogaz
425,Pays-Bas,2015,0.0,Export,Biogaz
426,Pays-Bas,2016,0.0,Export,Biogaz
427,Pays-Bas,2017,0.0,Export,Biogaz
428,Pays-Bas,2018,0.0,Export,Biogaz
429,Pays-Bas,2019,0.0,Export,Biogaz
430,Pays-Bas,2020,0.0,Export,Biogaz
431,Pays-Bas,2021,0.0,Export,Biogaz
432,Pologne,2013,0.0,Export,Biogaz
433,Pologne,2014,0.0,Export,Biogaz
434,Pologne,2015,0.0,Export,Biogaz
435,Pologne,2016,0.0,Export,Biogaz
436,Pologne,2017,0.0,Export,Biogaz
437,Pologne,2018,0.0,Export,Biogaz
438,Pologne,2019,0.0,Export,Biogaz
439,Pologne,2020,0.0,Export,Biogaz
440,Pologne,2021,0.0,Export,Biogaz
441,Portugal,2013,0.0,Export,Biogaz
442,Portugal,2014,0.0,Export,Biogaz
443,Portugal,2015,0.0,Export,Biogaz
444,Portugal,2016,0.0,Export,Biogaz
445,Portugal,2017,0.0,Export,Biogaz
446,Portugal,2018,0.0,Export,Biogaz
447,Portugal,2019,0.0,Export,Biogaz
448,Portugal,2020,0.0,Export,Biogaz
449,Portugal,2021,0.0,Export,Biogaz
450,Roumanie,2013,0.0,Export,Biogaz
451,Roumanie,2014,0.0,Export,Biogaz
452,Roumanie,2015,0.0,Export,Biogaz
453,Roumanie,2016,0.0,Export,Biogaz
454,Roumanie,2017,0.0,Export,Biogaz
455,Roumanie,2018,0.0,Export,Biogaz
456,Roumanie,2019,0.0,Export,Biogaz
457,Roumanie,2020,0.0,Export,Biogaz
458,Roumanie,2021,0.0,Export,Biogaz
459,Suède,2013,0.0,Export,Biogaz
460,Suède,2014,0.0,Export,Biogaz
461,Suède,2015,0.0,Export,Biogaz
462,Suède,2016,0.0,Export,Biogaz
463,Suède,2017,0.0,Export,Biogaz
464,Suède,2018,0.0,Export,Biogaz
465,Suède,2019,0.0,Export,Biogaz
466,Suède,2020,0.0,Export,Biogaz
467,Suède,2021,0.0,Export,Biogaz
468,Slovénie,2013,0.0,Export,Biogaz
469,Slovénie,2014,0.0,Export,Biogaz
470,Slovénie,2015,0.0,Export,Biogaz
471,Slovénie,2016,0.0,Export,Biogaz
472,Slovénie,2017,0.0,Export,Biogaz
473,Slovénie,2018,0.0,Export,Biogaz
474,Slovénie,2019,0.0,Export,Biogaz
475,Slovénie,2020,0.0,Export,Biogaz
476,Slovénie,2021,0.0,Export,Biogaz
477,Slovaquie,2013,0.0,Export,Biogaz
478,Slovaquie,2014,0.0,Export,Biogaz
479,Slovaquie,2015,0.0,Export,Biogaz
480,Slovaquie,2016,0.0,Export,Biogaz
481,Slovaquie,2017,0.0,Export,Biogaz
482,Slovaquie,2018,0.0,Export,Biogaz
483,Slovaquie,2019,0.0,Export,Biogaz
484,Slovaquie,2020,0.0,Export,Biogaz
485,Slovaquie,2021,0.0,Export,Biogaz
486,Autriche,2013,4804338.0,Export,Biocarburants
487,Autriche,2014,5627968.0,Export,Biocarburants
488,Autriche,2015,6315855.0,Export,Biocarburants
489,Autriche,2016,6832562.0,Export,Biocarburants
490,Autriche,2017,7283491.0,Export,Biocarburants
491,Autriche,2018,8693015.0,Export,Biocarburants
492,Autriche,2019,9294535.0,Export,Biocarburants
493,Autriche,2020,9143453.0,Export,Biocarburants
494,Autriche,2021,9732350.0,Export,Biocarburants
495,Belgique,2013,1389016.0,Export,Biocarburants
496,Belgique,2014,1772375.0,Export,Biocarburants
497,Belgique,2015,1423704.0,Export,Biocarburants
498,Belgique,2016,2801809.0,Export,Biocarburants
499,Belgique,2017,2828913.0,Export,Biocarburants
500,Belgique,2018,3391710.0,Export,Biocarburants
501,Belgique,2019,5093374.0,Export,Biocarburants
502,Belgique,2020,4861235.0,Export,Biocarburants
503,Belgique,2021,3750553.0,Export,Biocarburants
504,Bulgarie,2013,1184771.0,Export,Biocarburants
505,Bulgarie,2014,1409450.0,Export,Biocarburants
506,Bulgarie,2015,1808403.0,Export,Biocarburants
507,Bulgarie,2016,1490028.0,Export,Biocarburants
508,Bulgarie,2017,1248949.0,Export,Biocarburants
509,Bulgarie,2018,2155152.0,Export,Biocarburants
510,Bulgarie,2019,2203017.0,Export,Biocarburants
511,Bulgarie,2020,1993998.0,Export,Biocarburants
512,Bulgarie,2021,1965965.0,Export,Biocarburants
513,Chypre,2013,0.0,Export,Biocarburants
514,Chypre,2014,0.0,Export,Biocarburants
515,Chypre,2015,0.0,Export,Biocarburants
516,Chypre,2016,4399.0,Export,Biocarburants
517,Chypre,2017,0.0,Export,Biocarburants
518,Chypre,2018,0.0,Export,Biocarburants
519,Chypre,2019,0.0,Export,Biocarburants
520,Chypre,2020,0.0,Export,Biocarburants
521,Chypre,2021,0.0,Export,Biocarburants
522,République tchèque,2013,3616338.0,Export,Biocarburants
523,République tchèque,2014,3377806.0,Export,Biocarburants
524,République tchèque,2015,4325787.0,Export,Biocarburants
525,République tchèque,2016,4625182.0,Export,Biocarburants
526,République tchèque,2017,4354574.0,Export,Biocarburants
527,République tchèque,2018,4988963.0,Export,Biocarburants
528,République tchèque,2019,5462711.0,Export,Biocarburants
529,République tchèque,2020,5848342.0,Export,Biocarburants
530,République tchèque,2021,6906458.0,Export,Biocarburants
531,Allemagne,2013,22357608.0,Export,Biocarburants
532,Allemagne,2014,25992951.0,Export,Biocarburants
533,Allemagne,2015,24928283.0,Export,Biocarburants
534,Allemagne,2016,22297909.0,Export,Biocarburants
535,Allemagne,2017,22686374.0,Export,Biocarburants
536,Allemagne,2018,29687588.0,Export,Biocarburants
537,Allemagne,2019,31617827.0,Export,Biocarburants
538,Allemagne,2020,35522160.0,Export,Biocarburants
539,Allemagne,2021,33820172.0,Export,Biocarburants
540,Danemark,2013,395833.0,Export,Biocarburants
541,Danemark,2014,417500.0,Export,Biocarburants
542,Danemark,2015,301208.0,Export,Biocarburants
543,Danemark,2016,334271.0,Export,Biocarburants
544,Danemark,2017,490344.0,Export,Biocarburants
545,Danemark,2018,587646.0,Export,Biocarburants
546,Danemark,2019,353427.0,Export,Biocarburants
547,Danemark,2020,662573.0,Export,Biocarburants
548,Danemark,2021,707719.0,Export,Biocarburants
549,Estonie,2013,3508889.0,Export,Biocarburants
550,Estonie,2014,4108332.9999999995,Export,Biocarburants
551,Estonie,2015,4501667.0,Export,Biocarburants
552,Estonie,2016,5919722.0,Export,Biocarburants
553,Estonie,2017,6285000.0,Export,Biocarburants
554,Estonie,2018,7178333.0,Export,Biocarburants
555,Estonie,2019,8182056.0,Export,Biocarburants
556,Estonie,2020,6845642.0,Export,Biocarburants
557,Estonie,2021,8892888.0,Export,Biocarburants
558,Grèce,2013,185391.0,Export,Biocarburants
559,Grèce,2014,144578.0,Export,Biocarburants
560,Grèce,2015,94952.0,Export,Biocarburants
