DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,PT,2016,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,PT,2017,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,PT,2018,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,PT,2019,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,PT,2020,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,PT,2021,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2013,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2014,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2015,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2016,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2017,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2018,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2019,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2020,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,RO,2021,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2013,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2014,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2015,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2016,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2017,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2018,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2019,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2020,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SE,2021,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2013,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2014,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2015,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2016,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2017,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2018,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2019,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2020,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SI,2021,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2013,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2014,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2015,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2016,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2017,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2018,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2019,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2020,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,RA600,GWH,SK,2021,,z
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,AT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,BG,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CY,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,CZ,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,DK,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,EL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,ES,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FI,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,FR,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HR,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,HU,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,IT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LU,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,LV,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,MT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2013,401.389,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2014,394.167,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2015,401.389,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2016,394.167,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2017,474.056,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2018,465.111,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2019,474.056,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2020,483.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,NL,2021,277.453,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2017,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2018,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2019,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PT,2013,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PT,2014,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PT,2015,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PT,2016,0.000,
ESTAT:NRG_BAL_C(1.0),28/04/23 11:00:00,A,EXP,W6210,GWH,PT,2017,0.000,
